gene_ID_or_name,ref,chr,Ensemble_transcript_strand,coordinate,type
ENSMUST00000200146,ensembl_GRCm39_latest,3,-1,105924450,start_of_STOP
ENSMUST00000171788,ensembl_GRCm39_latest,8,-1,106012443,end_of_ATG
ENSMUST00000171788,ensembl_GRCm39_latest,8,-1,106008614,start_of_STOP
ENSMUST00000051358,ensembl_GRCm39_latest,5,-1,21850532,end_of_ATG
ENSMUST00000051358,ensembl_GRCm39_latest,5,-1,21688936,start_of_STOP
ENSMUST00000110168,ensembl_GRCm39_latest,15,-1,57918242,end_of_ATG
ENSMUST00000110168,ensembl_GRCm39_latest,15,-1,57915625,start_of_STOP
ENSMUST00000073772,ensembl_GRCm39_latest,1,1,87998554,end_of_ATG
ENSMUST00000073772,ensembl_GRCm39_latest,1,1,88146144,start_of_STOP
ENSMUST00000168050,ensembl_GRCm39_latest,17,-1,20268465,end_of_ATG
ENSMUST00000168050,ensembl_GRCm39_latest,17,-1,20249689,start_of_STOP
ENSMUST00000057855,ensembl_GRCm39_latest,8,-1,106022289,end_of_ATG
ENSMUST00000057855,ensembl_GRCm39_latest,8,-1,106016595,start_of_STOP
ENSMUST00000035651,ensembl_GRCm39_latest,5,1,21765522,end_of_ATG
ENSMUST00000035651,ensembl_GRCm39_latest,5,1,21780357,start_of_STOP
ENSMUST00000033063,ensembl_GRCm39_latest,7,-1,44888441,end_of_ATG
ENSMUST00000033063,ensembl_GRCm39_latest,7,-1,44883327,start_of_STOP
ENSMUST00000113139,ensembl_GRCm39_latest,1,1,88015591,end_of_ATG
ENSMUST00000113139,ensembl_GRCm39_latest,1,1,88146144,start_of_STOP
ENSMUST00000095637,ensembl_GRCm39_latest,17,-1,20334486,end_of_ATG
ENSMUST00000095637,ensembl_GRCm39_latest,17,-1,20333474,start_of_STOP
ENSMUST00000059424,ensembl_GRCm39_latest,5,-1,86437117,end_of_ATG
ENSMUST00000059424,ensembl_GRCm39_latest,5,-1,86379613,start_of_STOP
ENSMUST00000227713,ensembl_GRCm39_latest,7,-1,23205012,end_of_ATG
ENSMUST00000227713,ensembl_GRCm39_latest,7,-1,23204069,start_of_STOP
ENSMUST00000015003,ensembl_GRCm39_latest,8,1,106024375,end_of_ATG
ENSMUST00000015003,ensembl_GRCm39_latest,8,1,106031318,start_of_STOP
ENSMUST00000213347,ensembl_GRCm39_latest,7,1,44906958,end_of_ATG
ENSMUST00000213347,ensembl_GRCm39_latest,7,1,44922468,start_of_STOP
ENSMUST00000168844,ensembl_GRCm39_latest,9,-1,64248411,end_of_ATG
ENSMUST00000168844,ensembl_GRCm39_latest,9,-1,64214327,start_of_STOP
ENSMUST00000029416,ensembl_GRCm39_latest,3,-1,65865547,end_of_ATG
ENSMUST00000029416,ensembl_GRCm39_latest,3,-1,65854023,start_of_STOP
ENSMUST00000038194,ensembl_GRCm39_latest,15,-1,57998368,end_of_ATG
ENSMUST00000038194,ensembl_GRCm39_latest,15,-1,57958925,start_of_STOP
ENSMUST00000019118,ensembl_GRCm39_latest,5,-1,113909694,end_of_ATG
ENSMUST00000019118,ensembl_GRCm39_latest,5,-1,113881192,start_of_STOP
ENSMUST00000166650,ensembl_GRCm39_latest,7,-1,4606095,end_of_ATG
ENSMUST00000166650,ensembl_GRCm39_latest,7,-1,4552349,start_of_STOP
ENSMUST00000038648,ensembl_GRCm39_latest,9,-1,105270218,end_of_ATG
ENSMUST00000038648,ensembl_GRCm39_latest,9,-1,105040175,start_of_STOP
ENSMUST00000067563,ensembl_GRCm39_latest,15,1,58004891,end_of_ATG
ENSMUST00000067563,ensembl_GRCm39_latest,15,1,58021411,start_of_STOP
ENSMUST00000109375,ensembl_GRCm39_latest,8,1,106032386,end_of_ATG
ENSMUST00000109375,ensembl_GRCm39_latest,8,1,106036507,start_of_STOP
ENSMUST00000029419,ensembl_GRCm39_latest,3,-1,66171438,end_of_ATG
ENSMUST00000029419,ensembl_GRCm39_latest,3,-1,65964528,start_of_STOP
ENSMUST00000210412,ensembl_GRCm39_latest,8,-1,106052880,end_of_ATG
ENSMUST00000210412,ensembl_GRCm39_latest,8,-1,106039411,start_of_STOP
ENSMUST00000031175,ensembl_GRCm39_latest,5,-1,86521209,end_of_ATG
ENSMUST00000031175,ensembl_GRCm39_latest,5,-1,86451472,start_of_STOP
ENSMUST00000022986,ensembl_GRCm39_latest,15,-1,58078005,end_of_ATG
ENSMUST00000022986,ensembl_GRCm39_latest,15,-1,58044864,start_of_STOP
ENSMUST00000127417,ensembl_GRCm39_latest,4,-1,99008997,end_of_ATG
ENSMUST00000127417,ensembl_GRCm39_latest,4,-1,98825497,start_of_STOP
ENSMUST00000022985,ensembl_GRCm39_latest,15,-1,58186725,end_of_ATG
ENSMUST00000022985,ensembl_GRCm39_latest,15,-1,58178225,start_of_STOP
ENSMUST00000227274,ensembl_GRCm39_latest,15,-1,58261077,end_of_ATG
ENSMUST00000227274,ensembl_GRCm39_latest,15,-1,58205272,start_of_STOP
ENSMUST00000199592,ensembl_GRCm39_latest,9,1,110134366,end_of_ATG
ENSMUST00000199592,ensembl_GRCm39_latest,9,1,110150009,start_of_STOP
ENSMUST00000121598,ensembl_GRCm39_latest,9,1,46180398,end_of_ATG
ENSMUST00000121598,ensembl_GRCm39_latest,9,1,46182030,start_of_STOP
ENSMUST00000072896,ensembl_GRCm39_latest,5,1,21851103,end_of_ATG
ENSMUST00000072896,ensembl_GRCm39_latest,5,1,21866614,start_of_STOP
ENSMUST00000030280,ensembl_GRCm39_latest,4,1,98919244,end_of_ATG
ENSMUST00000030280,ensembl_GRCm39_latest,4,1,98926237,start_of_STOP
ENSMUST00000170988,ensembl_GRCm39_latest,17,1,43978502,end_of_ATG
ENSMUST00000170988,ensembl_GRCm39_latest,17,1,44060864,start_of_STOP
ENSMUST00000115242,ensembl_GRCm39_latest,6,1,29768539,end_of_ATG
ENSMUST00000115242,ensembl_GRCm39_latest,6,1,29909043,start_of_STOP
ENSMUST00000101073,ensembl_GRCm39_latest,5,-1,86616712,end_of_ATG
ENSMUST00000101073,ensembl_GRCm39_latest,5,-1,86559623,start_of_STOP
ENSMUST00000098453,ensembl_GRCm39_latest,8,1,106053103,end_of_ATG
ENSMUST00000098453,ensembl_GRCm39_latest,8,1,106061504,start_of_STOP
ENSMUST00000110856,ensembl_GRCm39_latest,1,1,191450622,end_of_ATG
ENSMUST00000110856,ensembl_GRCm39_latest,1,1,191510644,start_of_STOP
ENSMUST00000115217,ensembl_GRCm39_latest,5,-1,21888445,end_of_ATG
ENSMUST00000115217,ensembl_GRCm39_latest,5,-1,21870228,start_of_STOP
ENSMUST00000030279,ensembl_GRCm39_latest,4,1,99100875,end_of_ATG
ENSMUST00000030279,ensembl_GRCm39_latest,4,1,99146799,start_of_STOP
ENSMUST00000094955,ensembl_GRCm39_latest,4,1,99184151,end_of_ATG
ENSMUST00000094955,ensembl_GRCm39_latest,4,1,99184500,start_of_STOP
ENSMUST00000079132,ensembl_GRCm39_latest,3,1,106020703,end_of_ATG
ENSMUST00000079132,ensembl_GRCm39_latest,3,1,106039331,start_of_STOP
ENSMUST00000037270,ensembl_GRCm39_latest,15,1,58287557,end_of_ATG
ENSMUST00000037270,ensembl_GRCm39_latest,15,1,58326779,start_of_STOP
ENSMUST00000029421,ensembl_GRCm39_latest,3,1,66127485,end_of_ATG
ENSMUST00000029421,ensembl_GRCm39_latest,3,1,66132624,start_of_STOP
ENSMUST00000042090,ensembl_GRCm39_latest,17,1,20565689,end_of_ATG
ENSMUST00000042090,ensembl_GRCm39_latest,17,1,20596032,start_of_STOP
ENSMUST00000014922,ensembl_GRCm39_latest,8,-1,106074483,end_of_ATG
ENSMUST00000014922,ensembl_GRCm39_latest,8,-1,106056031,start_of_STOP
ENSMUST00000112311,ensembl_GRCm39_latest,5,1,113910891,end_of_ATG
ENSMUST00000112311,ensembl_GRCm39_latest,5,1,113915117,start_of_STOP
ENSMUST00000073149,ensembl_GRCm39_latest,8,1,106076011,end_of_ATG
ENSMUST00000073149,ensembl_GRCm39_latest,8,1,106095105,start_of_STOP
ENSMUST00000022904,ensembl_GRCm39_latest,15,1,38673135,end_of_ATG
ENSMUST00000022904,ensembl_GRCm39_latest,15,1,38691949,start_of_STOP
ENSMUST00000226440,ensembl_GRCm39_latest,15,1,38740849,end_of_ATG
ENSMUST00000226440,ensembl_GRCm39_latest,15,1,38812621,start_of_STOP
ENSMUST00000134179,ensembl_GRCm39_latest,5,-1,86666361,end_of_ATG
ENSMUST00000134179,ensembl_GRCm39_latest,5,-1,86635260,start_of_STOP
ENSMUST00000067853,ensembl_GRCm39_latest,5,-1,113933797,end_of_ATG
ENSMUST00000067853,ensembl_GRCm39_latest,5,-1,113932959,start_of_STOP
ENSMUST00000077451,ensembl_GRCm39_latest,11,1,80100076,end_of_ATG
ENSMUST00000077451,ensembl_GRCm39_latest,11,1,80156683,start_of_STOP
ENSMUST00000100874,ensembl_GRCm39_latest,5,-1,113958302,end_of_ATG
ENSMUST00000100874,ensembl_GRCm39_latest,5,-1,113957053,start_of_STOP
ENSMUST00000214056,ensembl_GRCm39_latest,8,1,106100453,end_of_ATG
ENSMUST00000214056,ensembl_GRCm39_latest,8,1,106108871,start_of_STOP
ENSMUST00000179165,ensembl_GRCm39_latest,15,1,38870784,end_of_ATG
ENSMUST00000179165,ensembl_GRCm39_latest,15,1,38899947,start_of_STOP
ENSMUST00000044895,ensembl_GRCm39_latest,17,1,44147166,end_of_ATG
ENSMUST00000044895,ensembl_GRCm39_latest,17,1,44348022,start_of_STOP
ENSMUST00000115331,ensembl_GRCm39_latest,9,1,21914757,end_of_ATG
ENSMUST00000115331,ensembl_GRCm39_latest,9,1,21924456,start_of_STOP
ENSMUST00000116553,ensembl_GRCm39_latest,5,-1,86739277,end_of_ATG
ENSMUST00000116553,ensembl_GRCm39_latest,5,-1,86671873,start_of_STOP
ENSMUST00000067072,ensembl_GRCm39_latest,15,1,38940401,end_of_ATG
ENSMUST00000067072,ensembl_GRCm39_latest,15,1,38950158,start_of_STOP
ENSMUST00000211770,ensembl_GRCm39_latest,7,1,112879872,end_of_ATG
ENSMUST00000211770,ensembl_GRCm39_latest,7,1,112912824,start_of_STOP
ENSMUST00000098704,ensembl_GRCm39_latest,7,1,23240147,end_of_ATG
ENSMUST00000098704,ensembl_GRCm39_latest,7,1,23241072,start_of_STOP
ENSMUST00000228832,ensembl_GRCm39_latest,7,1,23276612,end_of_ATG
ENSMUST00000228832,ensembl_GRCm39_latest,7,1,23277522,start_of_STOP
ENSMUST00000170166,ensembl_GRCm39_latest,7,1,23305602,end_of_ATG
ENSMUST00000170166,ensembl_GRCm39_latest,7,1,23306512,start_of_STOP
ENSMUST00000035181,ensembl_GRCm39_latest,9,1,105273764,end_of_ATG
ENSMUST00000035181,ensembl_GRCm39_latest,9,1,105282511,start_of_STOP
ENSMUST00000055085,ensembl_GRCm39_latest,7,-1,4633269,end_of_ATG
ENSMUST00000055085,ensembl_GRCm39_latest,7,-1,4631372,start_of_STOP
ENSMUST00000017836,ensembl_GRCm39_latest,11,1,80191989,end_of_ATG
ENSMUST00000017836,ensembl_GRCm39_latest,11,1,80244507,start_of_STOP
ENSMUST00000022908,ensembl_GRCm39_latest,15,-1,38975894,end_of_ATG
ENSMUST00000022908,ensembl_GRCm39_latest,15,-1,38959367,start_of_STOP
ENSMUST00000042025,ensembl_GRCm39_latest,6,-1,87312422,end_of_ATG
ENSMUST00000042025,ensembl_GRCm39_latest,6,-1,87114079,start_of_STOP
ENSMUST00000030518,ensembl_GRCm39_latest,4,1,138921443,end_of_ATG
ENSMUST00000030518,ensembl_GRCm39_latest,4,1,139018399,start_of_STOP
ENSMUST00000233642,ensembl_GRCm39_latest,17,1,20639427,end_of_ATG
ENSMUST00000233642,ensembl_GRCm39_latest,17,1,20640319,start_of_STOP
ENSMUST00000063071,ensembl_GRCm39_latest,8,-1,106140086,end_of_ATG
ENSMUST00000063071,ensembl_GRCm39_latest,8,-1,106109590,start_of_STOP
ENSMUST00000189776,ensembl_GRCm39_latest,1,-1,60067386,end_of_ATG
ENSMUST00000189776,ensembl_GRCm39_latest,1,-1,60030285,start_of_STOP
ENSMUST00000088049,ensembl_GRCm39_latest,15,1,101371434,end_of_ATG
ENSMUST00000088049,ensembl_GRCm39_latest,15,1,101377436,start_of_STOP
ENSMUST00000042942,ensembl_GRCm39_latest,7,1,128346748,end_of_ATG
ENSMUST00000042942,ensembl_GRCm39_latest,7,1,128381439,start_of_STOP
ENSMUST00000023718,ensembl_GRCm39_latest,15,-1,101389328,end_of_ATG
ENSMUST00000023718,ensembl_GRCm39_latest,15,-1,101383267,start_of_STOP
ENSMUST00000230067,ensembl_GRCm39_latest,15,-1,101421976,end_of_ATG
ENSMUST00000230067,ensembl_GRCm39_latest,15,-1,101414562,start_of_STOP
ENSMUST00000103225,ensembl_GRCm39_latest,11,-1,80268805,end_of_ATG
ENSMUST00000103225,ensembl_GRCm39_latest,11,-1,80254640,start_of_STOP
ENSMUST00000023720,ensembl_GRCm39_latest,15,-1,101441188,end_of_ATG
ENSMUST00000023720,ensembl_GRCm39_latest,15,-1,101434156,start_of_STOP
ENSMUST00000105801,ensembl_GRCm39_latest,4,-1,139033915,end_of_ATG
ENSMUST00000105801,ensembl_GRCm39_latest,4,-1,139027290,start_of_STOP
ENSMUST00000032129,ensembl_GRCm39_latest,6,-1,87327852,end_of_ATG
ENSMUST00000032129,ensembl_GRCm39_latest,6,-1,87323259,start_of_STOP
ENSMUST00000032747,ensembl_GRCm39_latest,7,1,79992888,end_of_ATG
ENSMUST00000032747,ensembl_GRCm39_latest,7,1,79995524,start_of_STOP
ENSMUST00000098350,ensembl_GRCm39_latest,9,1,110182113,end_of_ATG
ENSMUST00000098350,ensembl_GRCm39_latest,9,1,110213867,start_of_STOP
ENSMUST00000023713,ensembl_GRCm39_latest,15,-1,101459036,end_of_ATG
ENSMUST00000023713,ensembl_GRCm39_latest,15,-1,101450146,start_of_STOP
ENSMUST00000032128,ensembl_GRCm39_latest,6,1,87350380,end_of_ATG
ENSMUST00000032128,ensembl_GRCm39_latest,6,1,87356283,start_of_STOP
ENSMUST00000146258,ensembl_GRCm39_latest,4,-1,99717322,end_of_ATG
ENSMUST00000146258,ensembl_GRCm39_latest,4,-1,99657734,start_of_STOP
ENSMUST00000027931,ensembl_GRCm39_latest,1,1,191553760,end_of_ATG
ENSMUST00000027931,ensembl_GRCm39_latest,1,1,191563467,start_of_STOP
ENSMUST00000023714,ensembl_GRCm39_latest,15,-1,101471258,end_of_ATG
ENSMUST00000023714,ensembl_GRCm39_latest,15,-1,101461585,start_of_STOP
ENSMUST00000032127,ensembl_GRCm39_latest,6,-1,87365815,end_of_ATG
ENSMUST00000032127,ensembl_GRCm39_latest,6,-1,87360420,start_of_STOP
ENSMUST00000086056,ensembl_GRCm39_latest,5,1,128816113,end_of_ATG
ENSMUST00000086056,ensembl_GRCm39_latest,5,1,128831371,start_of_STOP
ENSMUST00000003501,ensembl_GRCm39_latest,9,-1,21962892,end_of_ATG
ENSMUST00000003501,ensembl_GRCm39_latest,9,-1,21929801,start_of_STOP
ENSMUST00000123539,ensembl_GRCm39_latest,3,1,28078345,end_of_ATG
ENSMUST00000123539,ensembl_GRCm39_latest,3,1,28185885,start_of_STOP
ENSMUST00000032125,ensembl_GRCm39_latest,6,1,87406017,end_of_ATG
ENSMUST00000032125,ensembl_GRCm39_latest,6,1,87411472,start_of_STOP
ENSMUST00000213738,ensembl_GRCm39_latest,9,-1,21982553,end_of_ATG
ENSMUST00000213738,ensembl_GRCm39_latest,9,-1,21948064,start_of_STOP
ENSMUST00000226261,ensembl_GRCm39_latest,15,-1,3330671,end_of_ATG
ENSMUST00000226261,ensembl_GRCm39_latest,15,-1,3310111,start_of_STOP
ENSMUST00000073787,ensembl_GRCm39_latest,4,1,139038068,end_of_ATG
ENSMUST00000073787,ensembl_GRCm39_latest,4,1,139045562,start_of_STOP
ENSMUST00000109355,ensembl_GRCm39_latest,8,1,106140275,end_of_ATG
ENSMUST00000109355,ensembl_GRCm39_latest,8,1,106190598,start_of_STOP
ENSMUST00000044954,ensembl_GRCm39_latest,1,1,191639121,end_of_ATG
ENSMUST00000044954,ensembl_GRCm39_latest,1,1,191641865,start_of_STOP
ENSMUST00000177126,ensembl_GRCm39_latest,8,-1,106195257,end_of_ATG
ENSMUST00000177126,ensembl_GRCm39_latest,8,-1,106194470,start_of_STOP
ENSMUST00000102503,ensembl_GRCm39_latest,4,-1,139079605,end_of_ATG
ENSMUST00000102503,ensembl_GRCm39_latest,4,-1,139074969,start_of_STOP
ENSMUST00000005234,ensembl_GRCm39_latest,5,-1,38718872,end_of_ATG
ENSMUST00000005234,ensembl_GRCm39_latest,5,-1,38685151,start_of_STOP
ENSMUST00000040021,ensembl_GRCm39_latest,9,-1,110237183,end_of_ATG
ENSMUST00000040021,ensembl_GRCm39_latest,9,-1,110214323,start_of_STOP
ENSMUST00000063062,ensembl_GRCm39_latest,3,-1,106074835,end_of_ATG
ENSMUST00000063062,ensembl_GRCm39_latest,3,-1,106055171,start_of_STOP
ENSMUST00000212303,ensembl_GRCm39_latest,8,-1,106210413,end_of_ATG
ENSMUST00000212303,ensembl_GRCm39_latest,8,-1,106199235,start_of_STOP
ENSMUST00000039630,ensembl_GRCm39_latest,4,1,99953418,end_of_ATG
ENSMUST00000039630,ensembl_GRCm39_latest,4,1,100299440,start_of_STOP
ENSMUST00000118161,ensembl_GRCm39_latest,17,-1,27722137,end_of_ATG
ENSMUST00000118161,ensembl_GRCm39_latest,17,-1,27645760,start_of_STOP
ENSMUST00000034363,ensembl_GRCm39_latest,8,1,106245499,end_of_ATG
ENSMUST00000034363,ensembl_GRCm39_latest,8,1,106250049,start_of_STOP
ENSMUST00000029422,ensembl_GRCm39_latest,3,-1,66888887,end_of_ATG
ENSMUST00000029422,ensembl_GRCm39_latest,3,-1,66880985,start_of_STOP
ENSMUST00000179605,ensembl_GRCm39_latest,9,-1,21982635,end_of_ATG
ENSMUST00000179605,ensembl_GRCm39_latest,9,-1,21967014,start_of_STOP
ENSMUST00000133493,ensembl_GRCm39_latest,4,1,100336381,end_of_ATG
ENSMUST00000133493,ensembl_GRCm39_latest,4,1,100407197,start_of_STOP
ENSMUST00000030882,ensembl_GRCm39_latest,5,1,21942178,end_of_ATG
ENSMUST00000030882,ensembl_GRCm39_latest,5,1,21962040,start_of_STOP
ENSMUST00000035061,ensembl_GRCm39_latest,9,1,110248932,end_of_ATG
ENSMUST00000035061,ensembl_GRCm39_latest,9,1,110251475,start_of_STOP
ENSMUST00000013304,ensembl_GRCm39_latest,8,-1,106292542,end_of_ATG
ENSMUST00000013304,ensembl_GRCm39_latest,8,-1,106251537,start_of_STOP
ENSMUST00000082219,ensembl_GRCm39_latest,3,-1,106126778,end_of_ATG
ENSMUST00000082219,ensembl_GRCm39_latest,3,-1,106109095,start_of_STOP
ENSMUST00000038448,ensembl_GRCm39_latest,5,-1,86824133,end_of_ATG
ENSMUST00000038448,ensembl_GRCm39_latest,5,-1,86808326,start_of_STOP
ENSMUST00000029510,ensembl_GRCm39_latest,3,-1,106313345,end_of_ATG
ENSMUST00000029510,ensembl_GRCm39_latest,3,-1,106294896,start_of_STOP
ENSMUST00000169143,ensembl_GRCm39_latest,7,-1,28910337,end_of_ATG
ENSMUST00000169143,ensembl_GRCm39_latest,7,-1,28881099,start_of_STOP
ENSMUST00000179555,ensembl_GRCm39_latest,5,-1,38832001,end_of_ATG
ENSMUST00000179555,ensembl_GRCm39_latest,5,-1,38828757,start_of_STOP
ENSMUST00000110124,ensembl_GRCm39_latest,8,1,70737954,end_of_ATG
ENSMUST00000110124,ensembl_GRCm39_latest,8,1,70745814,start_of_STOP
ENSMUST00000017086,ensembl_GRCm39_latest,15,-1,78349541,end_of_ATG
ENSMUST00000017086,ensembl_GRCm39_latest,15,-1,78324416,start_of_STOP
ENSMUST00000161306,ensembl_GRCm39_latest,5,-1,86893615,end_of_ATG
ENSMUST00000161306,ensembl_GRCm39_latest,5,-1,86855134,start_of_STOP
ENSMUST00000156440,ensembl_GRCm39_latest,9,1,46184497,end_of_ATG
ENSMUST00000156440,ensembl_GRCm39_latest,9,1,46192468,start_of_STOP
ENSMUST00000078458,ensembl_GRCm39_latest,7,1,23331779,end_of_ATG
ENSMUST00000078458,ensembl_GRCm39_latest,7,1,23332725,start_of_STOP
ENSMUST00000173101,ensembl_GRCm39_latest,7,1,23359119,end_of_ATG
ENSMUST00000173101,ensembl_GRCm39_latest,7,1,23360056,start_of_STOP
ENSMUST00000008004,ensembl_GRCm39_latest,8,-1,70755085,end_of_ATG
ENSMUST00000008004,ensembl_GRCm39_latest,8,-1,70746160,start_of_STOP
ENSMUST00000046028,ensembl_GRCm39_latest,6,1,29917076,end_of_ATG
ENSMUST00000046028,ensembl_GRCm39_latest,6,1,29956905,start_of_STOP
ENSMUST00000024756,ensembl_GRCm39_latest,17,1,44391575,end_of_ATG
ENSMUST00000024756,ensembl_GRCm39_latest,17,1,44396521,start_of_STOP
ENSMUST00000210861,ensembl_GRCm39_latest,7,1,44929310,end_of_ATG
ENSMUST00000210861,ensembl_GRCm39_latest,7,1,44937955,start_of_STOP
ENSMUST00000089398,ensembl_GRCm39_latest,15,-1,78376047,end_of_ATG
ENSMUST00000089398,ensembl_GRCm39_latest,15,-1,78365678,start_of_STOP
ENSMUST00000113135,ensembl_GRCm39_latest,1,1,88066198,end_of_ATG
ENSMUST00000113135,ensembl_GRCm39_latest,1,1,88146144,start_of_STOP
ENSMUST00000004646,ensembl_GRCm39_latest,5,-1,114020211,end_of_ATG
ENSMUST00000004646,ensembl_GRCm39_latest,5,-1,113982412,start_of_STOP
ENSMUST00000053239,ensembl_GRCm39_latest,15,-1,78424743,end_of_ATG
ENSMUST00000053239,ensembl_GRCm39_latest,15,-1,78423461,start_of_STOP
ENSMUST00000180180,ensembl_GRCm39_latest,9,-1,21989537,end_of_ATG
ENSMUST00000180180,ensembl_GRCm39_latest,9,-1,21983622,start_of_STOP
ENSMUST00000085818,ensembl_GRCm39_latest,7,-1,28931906,end_of_ATG
ENSMUST00000085818,ensembl_GRCm39_latest,7,-1,28924463,start_of_STOP
ENSMUST00000066469,ensembl_GRCm39_latest,8,1,70755459,end_of_ATG
ENSMUST00000066469,ensembl_GRCm39_latest,8,1,70765554,start_of_STOP
ENSMUST00000043214,ensembl_GRCm39_latest,15,-1,78456843,end_of_ATG
ENSMUST00000043214,ensembl_GRCm39_latest,15,-1,78446110,start_of_STOP
ENSMUST00000117577,ensembl_GRCm39_latest,7,-1,112946361,end_of_ATG
ENSMUST00000117577,ensembl_GRCm39_latest,7,-1,112915638,start_of_STOP
ENSMUST00000226233,ensembl_GRCm39_latest,7,1,23401769,end_of_ATG
ENSMUST00000226233,ensembl_GRCm39_latest,7,1,23402706,start_of_STOP
ENSMUST00000167314,ensembl_GRCm39_latest,17,-1,20701496,end_of_ATG
ENSMUST00000167314,ensembl_GRCm39_latest,17,-1,20682637,start_of_STOP
ENSMUST00000074957,ensembl_GRCm39_latest,9,1,46194331,end_of_ATG
ENSMUST00000074957,ensembl_GRCm39_latest,9,1,46209804,start_of_STOP
ENSMUST00000113138,ensembl_GRCm39_latest,1,1,88034666,end_of_ATG
ENSMUST00000113138,ensembl_GRCm39_latest,1,1,88146144,start_of_STOP
ENSMUST00000079793,ensembl_GRCm39_latest,7,-1,112985485,end_of_ATG
ENSMUST00000079793,ensembl_GRCm39_latest,7,-1,112985026,start_of_STOP
ENSMUST00000165819,ensembl_GRCm39_latest,8,1,70782634,end_of_ATG
ENSMUST00000165819,ensembl_GRCm39_latest,8,1,70784125,start_of_STOP
ENSMUST00000094018,ensembl_GRCm39_latest,7,1,128858840,end_of_ATG
ENSMUST00000094018,ensembl_GRCm39_latest,7,1,128992777,start_of_STOP
ENSMUST00000169819,ensembl_GRCm39_latest,5,-1,39019547,end_of_ATG
ENSMUST00000169819,ensembl_GRCm39_latest,5,-1,38863946,start_of_STOP
ENSMUST00000233982,ensembl_GRCm39_latest,17,1,20722563,end_of_ATG
ENSMUST00000233982,ensembl_GRCm39_latest,17,1,20723455,start_of_STOP
ENSMUST00000113134,ensembl_GRCm39_latest,1,1,88066198,end_of_ATG
ENSMUST00000113134,ensembl_GRCm39_latest,1,1,88146144,start_of_STOP
ENSMUST00000207684,ensembl_GRCm39_latest,8,1,70782634,end_of_ATG
ENSMUST00000207684,ensembl_GRCm39_latest,8,1,70784125,start_of_STOP
ENSMUST00000228331,ensembl_GRCm39_latest,7,1,23453338,end_of_ATG
ENSMUST00000228331,ensembl_GRCm39_latest,7,1,23454275,start_of_STOP
ENSMUST00000089414,ensembl_GRCm39_latest,15,1,78312881,end_of_ATG
ENSMUST00000089414,ensembl_GRCm39_latest,15,1,78322848,start_of_STOP
ENSMUST00000228383,ensembl_GRCm39_latest,7,-1,23508623,end_of_ATG
ENSMUST00000228383,ensembl_GRCm39_latest,7,-1,23507713,start_of_STOP
ENSMUST00000238697,ensembl_GRCm39_latest,4,-1,119238471,end_of_ATG
ENSMUST00000238697,ensembl_GRCm39_latest,4,-1,119181197,start_of_STOP
ENSMUST00000113637,ensembl_GRCm39_latest,6,-1,87509866,end_of_ATG
ENSMUST00000113637,ensembl_GRCm39_latest,6,-1,87436904,start_of_STOP
ENSMUST00000198164,ensembl_GRCm39_latest,9,-1,110305660,end_of_ATG
ENSMUST00000198164,ensembl_GRCm39_latest,9,-1,110257701,start_of_STOP
ENSMUST00000117944,ensembl_GRCm39_latest,5,-1,39772639,end_of_ATG
ENSMUST00000117944,ensembl_GRCm39_latest,5,-1,39771708,start_of_STOP
ENSMUST00000024757,ensembl_GRCm39_latest,17,-1,44413530,end_of_ATG
ENSMUST00000024757,ensembl_GRCm39_latest,17,-1,44410206,start_of_STOP
ENSMUST00000089765,ensembl_GRCm39_latest,15,1,72962288,end_of_ATG
ENSMUST00000089765,ensembl_GRCm39_latest,15,1,72965486,start_of_STOP
ENSMUST00000167093,ensembl_GRCm39_latest,17,-1,20785016,end_of_ATG
ENSMUST00000167093,ensembl_GRCm39_latest,17,-1,20760781,start_of_STOP
ENSMUST00000159565,ensembl_GRCm39_latest,9,-1,46222883,end_of_ATG
ENSMUST00000159565,ensembl_GRCm39_latest,9,-1,46215321,start_of_STOP
ENSMUST00000204682,ensembl_GRCm39_latest,6,-1,87565841,end_of_ATG
ENSMUST00000204682,ensembl_GRCm39_latest,6,-1,87558204,start_of_STOP
ENSMUST00000097659,ensembl_GRCm39_latest,1,1,88093776,end_of_ATG
ENSMUST00000097659,ensembl_GRCm39_latest,1,1,88146144,start_of_STOP
ENSMUST00000064099,ensembl_GRCm39_latest,7,-1,4649931,end_of_ATG
ENSMUST00000064099,ensembl_GRCm39_latest,7,-1,4635242,start_of_STOP
ENSMUST00000030385,ensembl_GRCm39_latest,4,-1,119279548,end_of_ATG
ENSMUST00000030385,ensembl_GRCm39_latest,4,-1,119276169,start_of_STOP
ENSMUST00000169559,ensembl_GRCm39_latest,17,-1,20816519,end_of_ATG
ENSMUST00000169559,ensembl_GRCm39_latest,17,-1,20794093,start_of_STOP
ENSMUST00000032451,ensembl_GRCm39_latest,6,1,114108240,end_of_ATG
ENSMUST00000032451,ensembl_GRCm39_latest,6,1,114224699,start_of_STOP
ENSMUST00000228793,ensembl_GRCm39_latest,7,-1,23535149,end_of_ATG
ENSMUST00000228793,ensembl_GRCm39_latest,7,-1,23534239,start_of_STOP
ENSMUST00000088987,ensembl_GRCm39_latest,6,1,114456723,end_of_ATG
ENSMUST00000088987,ensembl_GRCm39_latest,6,1,114458185,start_of_STOP
ENSMUST00000073967,ensembl_GRCm39_latest,7,-1,23565872,end_of_ATG
